written;hostname;services;procedure;stratos
yes;ASADCMII0001;Process_Jstart;http://monitoring-dc.app.corp/kb/app:mii:process:jstart;OP_FR_PILOTS, OP_MII
yes;ASADCMII0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_FR_PILOTS, OP_MII
yes;ASADCMII0001;Service_Double_Take;http://monitoring-dc.app.corp/kb/app:mii:service:doubletake;OP_FR_PILOTS, OP_MII
yes;ASADCMII0001;URL_MII;http://monitoring-dc.app.corp/kb/app:mii:url;OP_FR_PILOTS, OP_MII
yes;ASADCMII0001;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_FR_PILOTS, OP_MII
yes;ASADCMII0002;CPU;http://monitoring-dc.app.corp/kb/app:mii:cpu;OP_FR_PILOTS, OP_MII
yes;ASADCMII0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;ASADCMII0002;Drive_G_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;ASADCMII0002;Drive_H_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;ASADCMII0002;Drive_L_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;ASADCMII0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;ASADCMII0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;ASADCMII0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_FR_PILOTS, OP_MII
yes;ASADCMII0002;Service_Double_Take;http://monitoring-dc.app.corp/kb/app:mii:service:doubletake;OP_FR_PILOTS, OP_MII
yes;ASADCMII0002;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_FR_PILOTS, OP_MII
yes;BEBE1CTL0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BEBE1CTL0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE1CTL0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE1CTL0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE1CTL0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BEBE1CTL0001;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BEBE1CTL0001;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE1CTL0002;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BEBE1CTL0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE1CTL0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE1CTL0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;BEBE1CTL0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BEBE1CTL0002;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;BEBE1CTL0002;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CABRPMII0001;CPU;http://monitoring-dc.app.corp/kb/app:mii:cpu;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;Drive_G_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;Drive_H_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;Drive_L_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;MII_MES_FAURECIA_Database_Login;http://monitoring-dc.app.corp/kb/app:mii:mes_db_login;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;MII_Site_Database_Login;http://monitoring-dc.app.corp/kb/app:mii:site_db_login;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;MSSQL_cpu_busy;http://monitoring-dc.app.corp/kb/app:mii:cpu_busy;OP_FR_PILOTS, OP_MII
no;CABRPMII0001;MSSQL_free_list_stalls;http://monitoring-dc.app.corp/kb/app:mii:free_list_stalls;OP_FR_PILOTS, OP_MII
no;CABRPMII0001;MSSQL_io_busy;http://monitoring-dc.app.corp/kb/app:mii:io_busy;OP_FR_PILOTS, OP_MII
no;CABRPMII0001;MSSQL_latches_waits;http://monitoring-dc.app.corp/kb/app:mii:latches_waits;OP_FR_PILOTS, OP_MII
no;CABRPMII0001;MSSQL_lazy_writes;http://monitoring-dc.app.corp/kb/app:mii:lazy_writes;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;MSSQL_locks_deadlocks;http://monitoring-dc.app.corp/kb/app:mii:locks_deadlocks;OP_FR_PILOTS, OP_MII
no;CABRPMII0001;MSSQL_locks_timeouts;http://monitoring-dc.app.corp/kb/app:mii:locks_timeouts;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;MSSQL_locks_waits;http://monitoring-dc.app.corp/kb/app:mii:locks_waits;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;MSSQL_mem_pool_data_buffer_hit_ratio;http://monitoring-dc.app.corp/kb/app:mii:mem_pool_data_buffer_hit_ratio;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;MSSQL_page_life_expectancy;http://monitoring-dc.app.corp/kb/app:mii:page_life_expectancy;OP_FR_PILOTS, OP_MII
no;CABRPMII0001;MSSQL_sql_initcompilations;http://monitoring-dc.app.corp/kb/app:mii:sql_initcompilations;OP_FR_PILOTS, OP_MII
no;CABRPMII0001;MSSQL_sql_recompilations;http://monitoring-dc.app.corp/kb/app:mii:sql_recompilations;OP_FR_PILOTS, OP_MII
no;CABRPMII0001;MSSQL_total_server_memory;http://monitoring-dc.app.corp/kb/app:mii:total_server_memory;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;Process_Jstart;http://monitoring-dc.app.corp/kb/app:mii:process:jstart;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;Service_Double_Take;http://monitoring-dc.app.corp/kb/app:mii:service:doubletake;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;URL_MII;http://monitoring-dc.app.corp/kb/app:mii:url;OP_FR_PILOTS, OP_MII
yes;CABRPMII0001;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_FR_PILOTS, OP_MII
yes;CABRPMII0002;CPU;http://monitoring-dc.app.corp/kb/app:mii:cpu;OP_FR_PILOTS, OP_MII
yes;CABRPMII0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CABRPMII0002;Drive_G_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CABRPMII0002;Drive_H_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CABRPMII0002;Drive_L_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CABRPMII0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;CABRPMII0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;CABRPMII0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_FR_PILOTS, OP_MII
yes;CABRPMII0002;Service_Double_Take;http://monitoring-dc.app.corp/kb/app:mii:service:doubletake;OP_FR_PILOTS, OP_MII
yes;CABRPMII0002;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_FR_PILOTS, OP_MII
yes;CZBKVCTL0002;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZBKVCTL0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZBKVCTL0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZBKVCTL0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZBKVCTL0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZBKVCTL0002;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZBKVCTL0002;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZBKVMII0001;CPU;http://monitoring-dc.app.corp/kb/app:mii:cpu;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;Drive_G_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;Drive_H_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;Drive_L_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;MII_MES_FAURECIA_Database_Login;http://monitoring-dc.app.corp/kb/app:mii:mes_db_login;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;MII_Site_Database_Login;http://monitoring-dc.app.corp/kb/app:mii:site_db_login;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;MSSQL_cpu_busy;http://monitoring-dc.app.corp/kb/app:mii:cpu_busy;OP_FR_PILOTS, OP_MII
no;CZBKVMII0001;MSSQL_free_list_stalls;http://monitoring-dc.app.corp/kb/app:mii:free_list_stalls;OP_FR_PILOTS, OP_MII
no;CZBKVMII0001;MSSQL_io_busy;http://monitoring-dc.app.corp/kb/app:mii:io_busy;OP_FR_PILOTS, OP_MII
no;CZBKVMII0001;MSSQL_latches_waits;http://monitoring-dc.app.corp/kb/app:mii:latches_waits;OP_FR_PILOTS, OP_MII
no;CZBKVMII0001;MSSQL_lazy_writes;http://monitoring-dc.app.corp/kb/app:mii:lazy_writes;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;MSSQL_locks_deadlocks;http://monitoring-dc.app.corp/kb/app:mii:locks_deadlocks;OP_FR_PILOTS, OP_MII
no;CZBKVMII0001;MSSQL_locks_timeouts;http://monitoring-dc.app.corp/kb/app:mii:locks_timeouts;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;MSSQL_locks_waits;http://monitoring-dc.app.corp/kb/app:mii:locks_waits;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;MSSQL_mem_pool_data_buffer_hit_ratio;http://monitoring-dc.app.corp/kb/app:mii:mem_pool_data_buffer_hit_ratio;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;MSSQL_page_life_expectancy;http://monitoring-dc.app.corp/kb/app:mii:page_life_expectancy;OP_FR_PILOTS, OP_MII
no;CZBKVMII0001;MSSQL_sql_initcompilations;http://monitoring-dc.app.corp/kb/app:mii:sql_initcompilations;OP_FR_PILOTS, OP_MII
no;CZBKVMII0001;MSSQL_sql_recompilations;http://monitoring-dc.app.corp/kb/app:mii:sql_recompilations;OP_FR_PILOTS, OP_MII
no;CZBKVMII0001;MSSQL_total_server_memory;http://monitoring-dc.app.corp/kb/app:mii:total_server_memory;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;Process_Jstart;http://monitoring-dc.app.corp/kb/app:mii:process:jstart;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;URL_MII;http://monitoring-dc.app.corp/kb/app:mii:url;OP_FR_PILOTS, OP_MII
yes;CZBKVMII0001;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_FR_PILOTS, OP_MII
yes;CZMBVCTL0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZMBVCTL0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMBVCTL0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMBVCTL0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMBVCTL0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZMBVCTL0001;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZMBVCTL0001;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMBVCTL0002;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZMBVCTL0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMBVCTL0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMBVCTL0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMBVCTL0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZMBVCTL0002;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZMBVCTL0002;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMLBCTL0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZMLBCTL0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMLBCTL0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMLBCTL0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZMLBCTL0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZMLBCTL0001;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZMLBCTL0001;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZPSKCTL0001;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZPSKCTL0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZPSKCTL0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZPSKCTL0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;CZPSKCTL0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZPSKCTL0001;Service_File_Replication;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;CZPSKCTL0001;Service_Net_Logon;http://monitoring-dc.app.corp/kb/system:windows:services:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;DENEUMII0001;CPU;http://monitoring-dc.app.corp/kb/app:mii:cpu;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;Drive_G_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;Drive_H_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;Drive_L_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;MII_MES_FAURECIA_Database_Login;http://monitoring-dc.app.corp/kb/app:mii:mes_db_login;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;MII_Site_Database_Login;http://monitoring-dc.app.corp/kb/app:mii:site_db_login;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;MSSQL_cpu_busy;http://monitoring-dc.app.corp/kb/app:mii:cpu_busy;OP_FR_PILOTS, OP_MII
no;DENEUMII0001;MSSQL_free_list_stalls;http://monitoring-dc.app.corp/kb/app:mii:free_list_stalls;OP_FR_PILOTS, OP_MII
no;DENEUMII0001;MSSQL_io_busy;http://monitoring-dc.app.corp/kb/app:mii:io_busy;OP_FR_PILOTS, OP_MII
no;DENEUMII0001;MSSQL_latches_waits;http://monitoring-dc.app.corp/kb/app:mii:latches_waits;OP_FR_PILOTS, OP_MII
no;DENEUMII0001;MSSQL_lazy_writes;http://monitoring-dc.app.corp/kb/app:mii:lazy_writes;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;MSSQL_locks_deadlocks;http://monitoring-dc.app.corp/kb/app:mii:locks_deadlocks;OP_FR_PILOTS, OP_MII
no;DENEUMII0001;MSSQL_locks_timeouts;http://monitoring-dc.app.corp/kb/app:mii:locks_timeouts;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;MSSQL_locks_waits;http://monitoring-dc.app.corp/kb/app:mii:locks_waits;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;MSSQL_mem_pool_data_buffer_hit_ratio;http://monitoring-dc.app.corp/kb/app:mii:mem_pool_data_buffer_hit_ratio;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;MSSQL_page_life_expectancy;http://monitoring-dc.app.corp/kb/app:mii:page_life_expectancy;OP_FR_PILOTS, OP_MII
no;DENEUMII0001;MSSQL_sql_initcompilations;http://monitoring-dc.app.corp/kb/app:mii:sql_initcompilations;OP_FR_PILOTS, OP_MII
no;DENEUMII0001;MSSQL_sql_recompilations;http://monitoring-dc.app.corp/kb/app:mii:sql_recompilations;OP_FR_PILOTS, OP_MII
no;DENEUMII0001;MSSQL_total_server_memory;http://monitoring-dc.app.corp/kb/app:mii:total_server_memory;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;Memory_Physical_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;Process_Jstart;http://monitoring-dc.app.corp/kb/app:mii:process:jstart;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;Service_Double_Take;http://monitoring-dc.app.corp/kb/app:mii:service:doubletake;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;URL_MII;http://monitoring-dc.app.corp/kb/app:mii:url;OP_FR_PILOTS, OP_MII
yes;DENEUMII0001;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_FR_PILOTS, OP_MII
yes;DENEUMII0002;CPU;http://monitoring-dc.app.corp/kb/app:mii:cpu;OP_FR_PILOTS, OP_MII
yes;DENEUMII0002;Drive_C_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;DENEUMII0002;Drive_G_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;DENEUMII0002;Drive_H_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;DENEUMII0002;Drive_L_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;DENEUMII0002;Memory_Physical_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;DENEUMII0002;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/app:mii:memory;OP_FR_PILOTS, OP_MII
yes;DENEUMII0002;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_FR_PILOTS, OP_MII
yes;DENEUMII0002;Service_Double_Take;http://monitoring-dc.app.corp/kb/app:mii:service:doubletake;OP_FR_PILOTS, OP_MII
yes;DENEUMII0002;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_FR_PILOTS, OP_MII
yes;EMCON1;CPU;http://monitoring-dc.app.corp/kb/system:windows:cpu;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
no;EMCON1;Drive_C_used_space;http://monitoring-dc.app.corp/kb/system:windows:partition:;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EMCON1;Memory_Physical_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EMCON1;Memory_Virtual_used;http://monitoring-dc.app.corp/kb/system:windows:memory_usage;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EMCON1;SNMP;http://monitoring-dc.app.corp/kb/monitoring:snmp;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;EMCON1;WMI;http://monitoring-dc.app.corp/kb/monitoring:wmi;OP_NA_SYSTEM_WIN, OP_SYSTEM_WIN, OP_FR_PILOTS
yes;ESALMMII0001;CPU;http://monitoring-dc.app.corp/kb/app:mii:cpu;OP_FR_PILOTS, OP_MII
yes;ESALMMII0001;Drive_C_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;ESALMMII0001;Drive_G_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;ESALMMII0001;Drive_H_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;ESALMMII0001;Drive_L_used_space;http://monitoring-dc.app.corp/kb/app:mii:partition;OP_FR_PILOTS, OP_MII
yes;ESALMMII0001;MII_MES_FAURECIA_Database_Login;http://monitoring-dc.app.corp/kb/app:mii:mes_db_login;OP_FR_PILOTS, OP_MII
yes;ESALMMII0001;MII_Site_Database_Login;http://monitoring-dc.app.corp/kb/app:mii:site_db_login;OP_FR_PILOTS, OP_MII
yes;ESALMMII0001;MSSQL_cpu_busy;http://monitoring-dc.app.corp/kb/app:mii:cpu_busy;OP_FR_PILOTS, OP_MII
no;ESALMMII0001;MSSQL_free_list_stalls;http://monitoring-dc.app.corp/kb/app:mii:free_list_stalls;OP_FR_PILOTS, OP_MII
no;ESALMMII0001;MSSQL_io_busy;http://monitoring-dc.app.corp/kb/app:mii:io_busy;OP_FR_PILOTS, OP_MII
no;ESALMMII0001;MSSQL_latches_waits;http://monitoring-dc.app.corp/kb/app:mii:latches_waits;OP_FR_PILOTS, OP_MII
no;ESALMMII0001;MSSQL_lazy_writes;http://monitoring-dc.app.corp/kb/app:mii:lazy_writes;OP_FR_PILOTS, OP_MII
yes;ESALMMII0001;MSSQL_locks_deadlocks;http://monitoring-dc.app.corp/kb/app:mii:locks_deadlocks;OP_FR_PILOTS, OP_MII
no;ESALMMII0001;MSSQL_locks_timeouts;http://monitoring-dc.app.corp/kb/app:mii:locks_timeouts;OP_FR_PILOTS, OP_MII
